cust_id,총구매액,구매건수,평균구매액,최대구매액,구매상품종류1,내점일수,구매주기,봄-구매비율,여름-구매비율,가을-구매비율,겨울-구매비율,환불금액,환불건수,내점당구매액,내점당구매건수,주구매상품,주구매지점,구매 추세 기울기,화장품구매주기,식료품구매액비율,평균식료품구매액분위,고가상품구매율,베스트셀러구매비율,환불비율,스타킹구매건수,고객등급,평일방문비율,평균대비구매비중,주환불상품,남성포함상품구매건수,여성키워드상품구매건수,다양한 매장 방문,가격선호도,라이프 스타일(평균),라이프 스타일(건수),주구매 요일,선호방문계절,선호방문월,행사상품구매수,저가상품구매율,요일 간 구매건수 편차,충동지수,남성용품구매건수,여성용품구매건수,하루 최고 구매 건수,만족도 떨어지는 제품 총 구입금액,만족도 떨어지는 제품 총 구매건수,가성비 제품 총 구입금액,휴면일수,취미용품 구매비율,아동용품 구매건수,명절식품비용,발렌타인,화이트,단독상품군구매율,endmonth,구매액표준편차,중복구매배수,의류_거래율(의류+식품+생활잡화),패션_대비_남성상품_거래율,패션_대비_여성상품_거래율,전체방문_중_환불방문(표준화),월_재방문율,시즌 마감 방문비율,상반기 구매비율,구매 추세,주구매지점재방문률,내점시마다 구매액의 일관성
1672,128760,2,64380,118030,1,1,0,0.0,1.0,0.0,0.0,,,128760.0,2.0,기타,본  점,0.02,,0.9166666666666666,3.0,0.0,0.5,0.0,,신규고객,1.0,0.08897019613771301,,,,1,1.0,식품,기타,목,summer,8,,0.5,1.0,1.0,0,0,2,,0,128760.0,137,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75872.55762131655,2.0,0.0,0.0,0.0,-0.48535879389016523,0.0,0.0,0.0,1.0,50.0,0.0
1673,56477650,48,1176618,11075000,28,25,10,0.2708333333333333,0.22916666666666666,0.375,0.125,3805000.0,2.0,2259106.0,1.92,가공식품,본  점,0.5,34.0,0.03935716163827638,2.0,0.29,0.75,0.041666666666666664,,2등급고객,0.8333333333333334,39.02475611911391,N/B골프의류,,10.0,2,2.0,화장품,식품,화,fall,10,,0.42,0.2708333333333333,0.04,2,2,5,,0,39559450.0,13,0.021739130434782608,0.0,0.0,0.0,0.0,0.10416666666666667,0.7237544409160084,2505795.169701405,1.7142857142857142,0.06896551724137931,0.2,0.7,-0.04777362030119774,0.8181818181818182,0.64,0.4166666666666667,0.16666666666666669,66.67,12002819960064.0
1674,6361000,6,1060167,3960000,4,2,4,1.0,0.0,0.0,0.0,,,3180500.0,3.0,모피/피혁,영등포점,-0.15,,0.0,,0.33,0.3333333333333333,0.0,,2.5등급고객,1.0,4.395304579310286,,,,2,2.0,의류,여성의류,수,spring,3,2.0,0.33,0.6666666666666666,0.5,0,2,4,420000.0,1,4380000.0,285,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6681339412042132,1550430.5746039283,1.5,1.0,0.0,0.6,-0.48535879389016523,0.0,2.0,1.0,-1.0,50.0,1143830250000.0
1675,149863620,74,2025184,44212000,34,37,9,0.20270270270270271,0.25675675675675674,0.3783783783783784,0.16216216216216217,38140600.0,10.0,4050368.108108108,2.0,명품,본  점,0.53,25.0,0.005240631448779898,3.0,0.43,0.4189189189189189,0.13513513513513514,1.0,2등급고객,0.6891891891891891,103.55231178399883,어덜트,,15.0,1,3.0,가전,명품,일,fall,10,,0.24,0.16216216216216217,0.027027027027027025,0,21,5,,0,99447620.0,5,0.0,0.0,3996000.0,0.0,0.0,0.06756756756756757,0.3677903950271587,6391083.501485386,2.176470588235294,0.5185185185185185,0.10869565217391304,0.3695652173913043,2.175632126583286,0.8181818181818182,0.6486486486486487,0.33783783783783783,0.32432432432432434,98.65,86261617859793.72
1676,512768300,93,5513638,109112000,33,20,15,0.3010752688172043,0.26881720430107525,0.3333333333333333,0.0967741935483871,38732000.0,1.0,25638415.0,4.65,캐주얼,광주점,-0.01,26.0,0.0,,0.8,0.3548387096774194,0.010752688172043012,,2.5등급고객,0.08602150537634409,354.3110921419825,디자이너부틱,9.0,25.0,1,4.0,명품,의류,일,fall,11,,0.03,0.9032258064516129,0.05,12,18,11,188186000.0,11,323515500.0,32,0.13043478260869565,2.0,0.0,0.0,0.0,0.06451612903225806,0.18919110249210022,12761062.881697332,2.8181818181818183,0.925,0.42,0.48,0.06162267309604415,0.9090909090909091,1.2,0.5376344086021505,-0.07526881720430106,98.92,879832099744274.8
1677,43472000,95,457600,10212000,38,25,14,0.2631578947368421,0.47368421052631576,0.09473684210526316,0.16842105263157894,,,1738880.0,3.8,농산물,분당점,0.61,51.0,0.08484426757453073,2.0,0.11,0.6210526315789474,0.0,,2.5등급고객,0.8315789473684211,30.03815133969136,,,8.0,2,1.0,명품,식품,금,summer,8,1.0,0.67,0.2736842105263158,0.04,0,8,12,18032000.0,2,39631000.0,4,0.0,1.0,0.0,0.0,0.0,0.07368421052631578,0.6414595601766654,1453747.5029853603,2.5,0.08064516129032258,0.0,0.9,-0.48535879389016523,0.5454545454545454,1.92,0.4105263157894737,0.17894736842105258,97.89,7308808198816.0
1678,68000,6,11333,20000,2,1,0,0.0,0.0,1.0,0.0,,,68000.0,6.0,가공식품,노원점,0.15,,0.7058823529411765,1.0,0.0,0.8333333333333334,0.0,,2.5등급고객,1.0,0.04698643474188012,,,,1,1.0,기타,식품,화,fall,10,,1.0,1.0,1.0,0,0,6,,0,60000.0,69,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,4320.4937989385735,3.0,0.0,0.0,0.0,-0.48535879389016523,0.0,6.0,0.0,1.0,83.33,0.0
1679,4017600,9,446400,1435200,2,6,25,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,,,669600.0,1.5,수산품,영등포점,-0.05,,0.9755077658303465,5.0,0.0,0.6666666666666666,0.0,,수면고객,0.6666666666666666,2.776069120867317,,,,1,1.0,식품,식품,토,spring,4,,0.33,0.3333333333333333,0.16666666666666666,0,0,2,,0,4017600.0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.17174432497013142,458286.5042743458,4.5,0.0,0.0,0.0,-0.48535879389016523,0.18181818181818182,0.0,0.7777777777777778,-0.5555555555555556,88.89,165952800000.0
1680,24963200,51,489475,6688000,21,16,20,0.27450980392156865,0.3137254901960784,0.21568627450980393,0.19607843137254902,6050000.0,2.0,1560200.0,3.1875,일용잡화,부산본점,0.04,31.0,0.03545218561722856,3.0,0.1,0.5098039215686274,0.0392156862745098,,3등급고객,0.43137254901960786,17.24899658453679,소파,7.0,8.0,1,1.0,화장품,생활용품,토,fall,7,3.0,0.49,0.2549019607843137,0.0625,4,4,7,,0,20898000.0,25,0.04081632653061224,0.0,0.0,0.0,0.0,0.0784313725490196,0.23919008780925521,1608943.7320917272,2.4285714285714284,0.0,0.2,0.8,0.8820948735753581,0.45454545454545453,1.5625,0.37254901960784315,0.2549019607843137,98.04,8968513418437.5
1681,88579470,458,193405,11496000,84,118,3,0.18340611353711792,0.27292576419213976,0.2663755458515284,0.27729257641921395,,,750673.4745762711,3.8813559322033897,가공식품,본  점,2.31,41.0,0.34201920603047187,3.0,0.04,0.6855895196506551,0.0,1.0,vip고객,0.7379912663755459,61.20637480331364,,,9.0,1,1.0,의류,식품,수,fall,12,28.0,0.56,0.1593886462882096,0.00847457627118644,1,6,24,21625000.0,6,80294710.0,1,0.002183406113537118,1.0,859100.0,0.0,0.0,0.013100436681222707,0.6045235989784089,707220.1721373665,5.4523809523809526,0.03151862464183381,0.05263157894736842,0.5263157894736842,-0.48535879389016523,1.0,0.8983050847457628,0.3777292576419214,0.24454148471615716,99.78,2194666989522.6726
1682,211655320,44,4810348,52704000,29,24,14,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.2727272727272727,45770000.0,1.0,8818971.666666666,1.8333333333333333,대형가전,일산점,0.38,64.0,0.002745596000138338,2.0,0.52,0.38636363636363635,0.022727272727272728,1.0,3등급고객,0.7727272727272727,146.24895413164344,국산냉장고.세탁기,,5.0,3,3.0,가전,식품,목,summer,6,2.0,0.2,0.18181818181818182,0.041666666666666664,4,3,4,35125000.0,2,137802420.0,2,0.046511627906976744,0.0,6199200.0,0.0,0.0,0.1590909090909091,0.5367862711884587,14358739.498485861,1.5172413793103448,0.5,0.16666666666666666,0.5,-0.0295409047349908,0.8181818181818182,0.8333333333333334,0.4772727272727273,0.045454545454545414,40.91,361150011130255.44
1683,93588000,61,1534230,10542000,25,32,10,0.19672131147540983,0.2786885245901639,0.2459016393442623,0.2786885245901639,1008000.0,2.0,2924625.0,1.90625,기타,영등포점,0.11,23.0,0.0066354660853955635,5.0,0.69,0.26229508196721313,0.03278688524590164,1.0,2등급고객,0.9508196721311475,64.66715374445701,상품군미지정,,15.0,1,2.0,가전,기타,목,fall,8,1.0,0.2,0.29508196721311475,0.03125,4,7,5,21746400.0,10,82626400.0,15,0.06779661016949153,7.0,0.0,0.0,0.0,0.13114754098360656,0.5167414625806728,2256506.355212578,2.44,0.7894736842105263,0.15151515151515152,0.5757575757575758,-0.1434953770237844,1.0,0.65625,0.47540983606557374,0.049180327868852514,98.36,6742646439375.0
1684,390000,6,65000,1000000,2,2,1,0.0,1.0,0.0,0.0,1050000.0,2.0,195000.0,3.0,기타,분당점,-0.02,,0.0,,0.0,0.3333333333333333,0.3333333333333333,,2.5등급고객,0.6666666666666666,0.26948102278431246,상품군미지정,,,1,1.0,의류,기타,수,summer,6,,0.67,0.6666666666666666,0.5,0,0,4,,0,390000.0,191,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,651229.6062065974,3.0,1.0,0.0,0.0,4.984455875971928,0.0,1.0,1.0,-1.0,83.33,1550025000000.0
1685,34820660,91,382645,9250000,43,16,20,0.42857142857142855,0.054945054945054944,0.45054945054945056,0.06593406593406594,549400.0,2.0,2176291.25,5.6875,기타,분당점,0.12,,0.0796719533748068,1.0,0.1,0.6043956043956044,0.02197802197802198,1.0,2.5등급고객,0.5164835164835165,24.060274540576405,수영복,3.0,,2,1.0,남성의류,식품,토,fall,3,,0.63,0.42857142857142855,0.0625,2,3,16,,0,20498710.0,20,0.011235955056179775,0.0,16000.0,0.0,0.0,0.04395604395604396,0.37833544797829793,1364442.1272791366,2.116279069767442,0.08196721311475409,0.375,0.125,0.8820948735753581,0.5454545454545454,2.0,0.5274725274725275,-0.05494505494505497,96.7,9561695932948.438
1686,6548000,3,2182667,3936000,2,2,59,0.6666666666666666,0.0,0.0,0.3333333333333333,,,3274000.0,1.5,기타,영등포점,-0.06,0.0,0.0,,1.0,0.3333333333333333,0.0,,수면고객,0.3333333333333333,4.5245172748504565,,,1.0,2,3.0,화장품,기타,일,spring,5,,0.0,0.6666666666666666,0.5,0,0,2,,0,6548000.0,218,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1899946.6659181076,1.5,0.0,0.0,1.0,-0.48535879389016523,0.0,1.5,1.0,-1.0,33.33,682276000000.0
1687,129377700,61,2120946,64680000,21,14,19,0.08196721311475409,0.3114754098360656,0.4262295081967213,0.18032786885245902,,,9241264.285714285,4.357142857142857,가공식품,동래점,0.09,59.0,0.01906526395197936,1.0,0.13,0.819672131147541,0.0,,3등급고객,0.5081967213114754,89.39701261918447,,,3.0,2,3.0,가전,식품,수,fall,10,1.0,0.59,0.26229508196721313,0.07142857142857142,4,1,13,,0,62721700.0,78,0.06557377049180328,0.0,0.0,0.0,0.0,0.06557377049180328,0.9364585241506072,8925862.102015017,2.9047619047619047,0.0,0.5,0.375,-0.48535879389016523,0.6363636363636364,0.8571428571428571,0.4426229508196721,0.1147540983606557,96.72,277931430534081.66
1688,3316000,3,1105333,1760000,3,2,129,0.3333333333333333,0.0,0.0,0.6666666666666666,,,1658000.0,1.5,젓갈/반찬,잠실점,0.06,0.0,0.6984318455971049,5.0,0.33,0.6666666666666666,0.0,,수면고객,1.0,2.291279670648154,,,1.0,2,2.0,식품,식품,월,fall,12,,0.0,1.0,0.5,0,0,2,,0,3316000.0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.6984318455971049,608872.1814415021,1.0,0.0,0.0,1.0,-0.48535879389016523,0.0,1.0,0.3333333333333333,0.3333333333333333,33.33,432964000000.0
1689,57889450,68,851315,8650000,26,25,13,0.25,0.1323529411764706,0.3088235294117647,0.3088235294117647,3200000.0,1.0,2315578.0,2.72,가공식품,본  점,0.48,19.0,0.030782811030334544,1.0,0.38,0.7647058823529411,0.014705882352941176,,2등급고객,0.8823529411764706,40.00027742159312,L/C골프의류,1.0,19.0,1,2.0,예체능,식품,목,fall,12,3.0,0.49,0.23529411764705882,0.04,9,3,8,,0,37041050.0,3,0.08955223880597014,0.0,0.0,0.0,0.0,0.07352941176470588,0.49771072276554706,1897542.2884843356,2.6153846153846154,0.05555555555555555,0.2857142857142857,0.7142857142857143,-0.04777362030119774,0.8181818181818182,0.36,0.36764705882352944,0.2647058823529411,98.53,12293379916816.0
1690,111943450,110,1017668,12400000,48,27,11,0.4909090909090909,0.2,0.22727272727272727,0.08181818181818182,,,4146053.703703704,4.074074074074074,기타,강남점,-0.08,25.0,0.06759457565404675,4.0,0.22,0.4090909090909091,0.0,1.0,1등급고객,0.6545454545454545,77.35034717949883,,,9.0,3,2.0,의류,식품,화,spring,5,4.0,0.41,0.23636363636363633,0.037037037037037035,5,2,13,,0,68980750.0,14,0.03636363636363636,0.0,0.0,0.0,0.0,0.045454545454545456,0.5587444374816034,2196468.6914375606,2.2916666666666665,0.2807017543859649,0.2777777777777778,0.5555555555555556,-0.48535879389016523,0.6363636363636364,2.111111111111111,0.6818181818181818,-0.3636363636363636,42.73,23774863472956.65
1691,5270000,1,5270000,5270000,1,1,0,1.0,0.0,0.0,0.0,,,5270000.0,1.0,디자이너,본  점,-0.02,,0.0,,1.0,1.0,0.0,,신규고객,1.0,3.6414486924957092,,,,1,4.0,명품,명품,월,spring,4,,0.0,1.0,1.0,0,0,1,,0,,252,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,-0.48535879389016523,0.0,1.0,1.0,-1.0,0.0,0.0
1692,763750,25,30550,130000,12,5,47,0.12,0.32,0.44,0.12,,,152750.0,5.0,가공식품,본  점,0.1,,0.9915155482815057,1.0,0.0,0.8,0.0,,이탈위험고객,0.88,0.5277336696192786,,,,1,1.0,식품,식품,월,fall,9,6.0,0.92,0.84,0.2,0,0,11,,0,540050.0,112,0.0,0.0,0.0,0.0,0.0,0.08,0.0,34291.355689152915,2.0833333333333335,0.0,0.0,0.0,-0.48535879389016523,0.18181818181818182,0.0,0.24,0.52,96.0,11355476000.0
1693,60000,1,60000,60000,1,1,0,0.0,0.0,0.0,1.0,,,60000.0,1.0,가공식품,광주점,0.04,,1.0,2.0,0.0,1.0,0.0,,신규고객,0.0,0.04145861888989422,,,,1,1.0,식품,식품,토,fall,12,,1.0,1.0,1.0,0,0,1,,0,,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,-0.48535879389016523,0.0,0.0,0.0,1.0,0.0,0.0
1694,92158900,30,3071963,18876000,16,11,26,0.43333333333333335,0.16666666666666666,0.1,0.3,3480000.0,2.0,8378081.818181818,2.727272727272727,수산품,본  점,-0.5,0.0,0.06890273212896421,5.0,0.5,0.4,0.06666666666666667,,3등급고객,0.7666666666666667,63.679678540197884,상품군미지정,7.0,1.0,2,3.0,의류,식품,화,spring,3,,0.27,0.3333333333333333,0.09090909090909091,2,0,5,,0,64132500.0,55,0.03571428571428571,0.0,0.0,0.0,0.0,0.13333333333333333,0.4792646179587647,5143896.240874718,1.875,0.3333333333333333,0.4,0.2,0.5091529642665791,0.2727272727272727,0.09090909090909091,0.8,-0.6000000000000001,70.0,132682221885123.98
1695,152374200,31,4915297,16500000,11,18,19,0.3870967741935484,0.16129032258064516,0.1935483870967742,0.25806451612903225,,,8465233.333333334,1.7222222222222223,골프,본  점,-0.13,87.0,0.0014766279330752845,4.0,0.84,0.25806451612903225,0.0,,3등급고객,0.9032258064516129,105.28706477420867,,1.0,5.0,2,3.0,의류,예체능,화,fall,3,,0.13,0.25806451612903225,0.05555555555555556,10,3,4,21740000.0,4,138261400.0,9,0.3225806451612903,2.0,0.0,0.0,0.0,0.16129032258064516,0.711858044209584,5029946.726787727,2.8181818181818183,0.8333333333333334,0.45454545454545453,0.36363636363636365,-0.48535879389016523,0.8181818181818182,0.7222222222222222,0.6129032258064516,-0.22580645161290325,83.87,44192227472222.21
1696,448639720,105,4272759,64320000,69,34,10,0.0,0.47619047619047616,0.41904761904761906,0.10476190476190476,16808000.0,5.0,13195285.88235294,3.088235294117647,주방용품,본  점,1.33,0.0,0.0004034417639169354,1.0,0.5,0.14285714285714285,0.047619047619047616,,1등급고객,0.5523809523809524,309.99971950581426,상품군미지정,2.0,29.0,2,3.0,남성의류,생활용품,토,fall,10,1.0,0.2,0.3047619047619048,0.029411764705882353,4,10,25,15300000.0,2,107957820.0,19,0.03,1.0,0.0,0.0,0.0,0.08571428571428572,0.5491250306593451,9211601.954957472,1.5217391304347827,0.36363636363636365,0.16129032258064516,0.3225806451612903,0.47990261843843957,0.6363636363636364,0.7647058823529411,0.19047619047619047,0.6190476190476191,73.33,376631624581636.0
1697,10893000,3,3631000,6624000,3,2,71,0.3333333333333333,0.0,0.0,0.6666666666666666,,,5446500.0,1.5,가공식품,강남점,-0.09,,0.004039291287983108,1.0,0.67,0.3333333333333333,0.0,,수면고객,0.3333333333333333,7.526812259460296,,,1.0,1,3.0,가전,가전,일,fall,1,,0.33,0.6666666666666666,0.5,0,0,2,,0,6624000.0,216,0.0,1.0,0.0,0.0,0.0,1.0,0.3878637657211053,3329974.0239227093,1.0,0.0,0.0,0.0,-0.48535879389016523,0.0,0.5,1.0,-1.0,66.67,1492062250000.0
1698,607327130,65,9343494,260400000,33,19,17,0.47692307692307695,0.0,0.3230769230769231,0.2,22487000.0,7.0,31964585.789473683,3.4210526315789473,기타,일산점,-0.54,,0.014428517296765583,5.0,0.38,0.3384615384615385,0.1076923076923077,,3등급고객,0.5692307692307692,419.6490670693874,커리어,1.0,,2,4.0,명품,식품,토,fall,9,4.0,0.38,0.38461538461538464,0.05263157894736842,4,9,12,,0,12573500.0,24,0.05172413793103448,5.0,0.0,0.0,0.0,0.046153846153846156,0.20602229641873565,37622107.84407445,1.9696969696969697,0.2,0.75,0.125,1.8177210671044004,0.45454545454545453,0.2631578947368421,0.6615384615384615,-0.32307692307692304,95.38,4069676388590003.5
1699,994110,17,58477,680000,9,5,15,0.0,0.0,0.5882352941176471,0.4117647058823529,1343000.0,1.0,198822.0,3.4,기타,노원점,0.56,,0.6613453239581133,2.0,0.18,0.47058823529411764,0.058823529411764705,,수면고객,0.058823529411764705,0.6869071270772125,카페트,,,1,1.0,식품,식품,토,fall,12,,0.59,0.47058823529411764,0.2,0,1,7,,0,574660.0,1,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,-0.35095713754011126,420750.7516446748,1.8888888888888888,0.0,0.0,0.0,1.7025670740546723,0.18181818181818182,1.4,0.0,1.0,94.12,605508868736.0
1700,249378480,102,2444887,56584000,49,20,17,0.0784313725490196,0.3627450980392157,0.14705882352941177,0.4117647058823529,,,12468924.0,5.1,농산물,광주점,0.31,51.0,0.02477972437717962,3.0,0.25,0.5882352941176471,0.0,,2.5등급고객,0.5882352941176471,172.31478936101848,,,10.0,1,3.0,예체능,식품,토,fall,6,,0.51,0.27450980392156865,0.05,6,4,13,,0,223310710.0,10,0.058823529411764705,4.0,0.0,0.0,0.0,0.11764705882352941,0.47060123231162526,6939404.867613404,2.0816326530612246,0.1076923076923077,0.3157894736842105,0.42105263157894735,-0.48535879389016523,0.6363636363636364,1.85,0.5,0.0,99.02,202882861780314.0
1701,200807350,712,282033,19630000,82,128,2,0.33848314606741575,0.22752808988764045,0.19101123595505617,0.24297752808988765,,,1568807.421875,5.5625,농산물,분당점,-4.24,0.0,0.3155843150163577,3.0,0.03,0.6867977528089888,0.0,,vip고객,0.7373595505617978,138.75325656566002,,,3.0,3,1.0,의류,식품,금,fall,3,4.0,0.68,0.21629213483146068,0.0078125,1,9,18,29944600.0,6,184758350.0,4,0.0,1.0,2079490.0,1.0,1.0,0.004213483146067416,0.4829479100242098,1417865.3947306136,8.682926829268293,0.026515151515151516,0.0,0.2857142857142857,-0.48535879389016523,1.0,1.8203125,0.6081460674157303,-0.21629213483146065,97.05,11337280036622.258
1702,354200,9,39356,129800,5,2,10,0.0,0.0,0.0,1.0,,,177100.0,4.5,기타,분당점,-0.3,,0.9511010728402033,1.0,0.0,0.5555555555555556,0.0,,3등급고객,0.7777777777777778,0.24474404684667558,,,,1,1.0,식품,식품,금,fall,2,,0.89,0.7777777777777778,0.5,0,0,7,,0,354200.0,325,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.22631281761716546,41594.957359970664,1.8,0.0,0.0,0.0,-0.48535879389016523,0.09090909090909091,0.0,1.0,-1.0,88.89,9397363600.0
1703,985600,9,109511,985600,4,2,1,1.0,0.0,0.0,0.0,2072000.0,4.0,492800.0,4.5,아동,일산점,-0.09,,0.0,,0.22,0.0,0.4444444444444444,,2.5등급고객,0.4444444444444444,0.6810269129646624,고정행사(아동복),,,1,1.0,아동용품,아동용품,일,spring,5,4.0,0.56,0.5555555555555556,0.5,0,0,5,,0,,236,0.0,5.0,0.0,0.0,0.0,0.0,0.0,682375.7404180714,2.25,0.0,0.0,0.0,4.984455875971928,0.0,0.0,1.0,-1.0,88.89,6578199040000.0
1704,6233450,27,230869,1632000,13,6,37,0.18518518518518517,0.14814814814814814,0.6666666666666666,0.0,,,1038908.3333333334,4.5,가공식품,잠실점,0.49,74.0,0.08722296641506709,1.0,0.15,0.7407407407407407,0.0,,이탈위험고객,0.0,4.307170465320186,,,5.0,1,1.0,화장품,식품,일,fall,11,3.0,0.59,0.6666666666666666,0.16666666666666669,0,2,9,,0,4121450.0,43,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.08545027232110629,378441.67016965465,2.076923076923077,0.05555555555555555,0.0,0.8,-0.48535879389016523,0.09090909090909091,0.5,0.2222222222222222,0.5555555555555556,96.3,992513068680.5553
1705,3050000,3,1016667,1680000,2,1,0,1.0,0.0,0.0,0.0,,,3050000.0,3.0,기타,강남점,-0.03,,0.0,,0.0,0.3333333333333333,0.0,,신규고객,1.0,2.107479793569623,,,,1,2.0,의류,기타,수,spring,5,1.0,0.33,1.0,1.0,0,1,3,,0,1750000.0,236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,841566.0005806636,1.5,1.0,0.0,0.5,-0.48535879389016523,0.0,0.0,1.0,-1.0,66.67,0.0
1706,269302050,449,599782,22002000,92,88,4,0.23162583518930957,0.25389755011135856,0.20044543429844097,0.31403118040089084,850000.0,1.0,3060250.5681818184,5.1022727272727275,농산물,강남점,-2.45,39.0,0.06841492665948885,2.0,0.09,0.6280623608017817,0.0022271714922048997,,vip고객,0.8641425389755011,186.08151762028731,수영복,1.0,7.0,3,2.0,의류,식품,목,fall,2,11.0,0.69,0.3518930957683742,0.011363636363636364,2,15,15,11327800.0,8,224528840.0,0,0.008928571428571428,10.0,0.0,0.0,0.0,0.0066815144766146995,0.4582217253823356,2291257.803151298,4.880434782608695,0.11838006230529595,0.11666666666666667,0.38333333333333336,-0.36104482412057226,1.0,1.5909090909090908,0.6102449888641426,-0.2204899777282851,70.38,23592624666166.715
1707,28492200,28,1017579,8690000,19,10,28,0.2857142857142857,0.21428571428571427,0.35714285714285715,0.14285714285714285,1475000.0,1.0,2849220.0,2.8,캐주얼,본  점,0.37,,0.0029832726149612875,1.0,0.25,0.2857142857142857,0.03571428571428571,,3등급고객,0.7142857142857143,19.68745435224407,진캐주얼,,,1,2.0,생활용품,의류,일,fall,11,,0.43,0.2857142857142857,0.1,0,3,8,2750000.0,2,3682000.0,18,0.037037037037037035,1.0,0.0,0.0,0.0,0.14285714285714285,0.36203592562174913,1914265.2653669699,1.4736842105263157,0.6818181818181818,0.125,0.375,0.6086041400822535,0.36363636363636365,1.1,0.2857142857142857,0.4285714285714286,96.43,11146066275600.0
1708,3255000,1,3255000,3255000,1,1,0,1.0,0.0,0.0,0.0,,,3255000.0,1.0,화장품,본  점,-0.01,0.0,0.0,,1.0,1.0,0.0,,신규고객,0.0,2.2491300747767617,,,1.0,1,3.0,화장품,화장품,일,spring,5,,0.0,1.0,1.0,0,0,1,,0,3255000.0,232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,-0.48535879389016523,0.0,0.0,1.0,-1.0,0.0,0.0
1709,169395040,197,859873,28750000,61,49,7,0.19796954314720813,0.6091370558375635,0.08121827411167512,0.1116751269035533,8913700.0,6.0,3457041.6326530613,4.020408163265306,농산물,부평점,-0.17,20.0,0.05261765633751732,3.0,0.26,0.6446700507614214,0.030456852791878174,,1등급고객,0.8578680203045685,117.04807341997314,L/C골프의류,,24.0,1,2.0,예체능,식품,금,summer,8,3.0,0.48,0.26903553299492383,0.020408163265306124,22,6,20,,0,151964740.0,0,0.12041884816753927,0.0,115000.0,0.0,0.0,0.025380710659898477,0.20249276484128462,2542563.282585272,3.2295081967213113,0.10084033613445378,0.45614035087719296,0.42105263157894735,0.4076721726179316,1.0,1.0,0.38578680203045684,0.22842639593908626,99.49,29630486241283.04
1710,10590000,10,1059000,3250000,7,5,55,0.4,0.4,0.1,0.1,,,2118000.0,2.0,일용잡화,부산본점,-0.0,31.0,0.0,,0.2,0.5,0.0,,수면고객,1.0,7.31744623406633,,,3.0,1,2.0,화장품,생활용품,목,summer,7,2.0,0.2,0.7,0.2,0,4,4,,0,5292000.0,7,0.0,0.0,0.0,0.0,0.0,0.5,0.9632672332389046,1228932.7800078318,1.4285714285714286,0.42857142857142855,0.0,1.0,-0.48535879389016523,0.09090909090909091,1.2,0.4,0.19999999999999996,90.0,1637841200000.0
1711,1540000,1,1540000,1540000,1,1,0,0.0,0.0,0.0,1.0,,,1540000.0,1.0,가구,잠실점,0.04,,0.0,,1.0,0.0,0.0,,신규고객,1.0,1.0641045515072851,,,,1,2.0,가전,가전,월,fall,12,,0.0,1.0,1.0,0,0,1,,0,,28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,-0.48535879389016523,0.0,0.0,0.0,1.0,0.0,0.0
1712,4578000,2,2289000,3948000,1,2,0,0.0,0.0,1.0,0.0,,,2289000.0,1.0,통신/컴퓨터,잠실점,0.05,,0.0,,1.0,0.0,0.0,,신규고객,0.5,3.1632926212989294,,,,1,3.0,가전,가전,토,fall,10,,0.0,0.5,0.5,0,0,1,,0,,72,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2346180.2999769645,2.0,0.0,0.0,0.0,-0.48535879389016523,0.0,0.0,0.0,1.0,50.0,2752281000000.0
1713,142409000,25,5696360,16695000,8,19,17,0.24,0.28,0.32,0.16,,,7495210.52631579,1.3157894736842106,화장품,본  점,0.23,17.0,0.0,,0.96,0.92,0.0,,3등급고객,0.68,98.40134095818244,,,23.0,1,4.0,화장품,화장품,금,fall,11,,0.0,0.44,0.052631578947368425,1,0,2,,0,139364000.0,5,0.0,0.0,0.0,0.0,0.0,0.08,0.44318828163950313,4423739.17894504,3.125,1.0,0.04,0.96,-0.48535879389016523,0.9090909090909091,0.5263157894736842,0.36,0.28,96.0,18526418166204.984
1714,723000,2,361500,418000,2,2,1,1.0,0.0,0.0,0.0,,,361500.0,1.0,명품,본  점,-0.02,,0.0,,0.0,0.0,0.0,,신규고객,0.5,0.4995763576232254,,,,1,1.0,명품,명품,금,spring,5,,0.0,0.5,0.5,0,1,1,,0,418000.0,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79903.06627407987,1.0,0.0,0.0,0.0,-0.48535879389016523,0.0,0.0,1.0,-1.0,50.0,3192250000.0
